username|email|role|dr|brand|date|nbtransacm0|nbtransacytd|txtransacnpem0|txtransacnvem0|txtransacnpeytd|txtransacnveytd|txtransacnpesm0|txtransacnvesm0|txtransacnpesytd|txtransacnvesytd|txtransacnpesam0|txtransacnvesam0|txtransacnpesaytd|txtransacnvesaytd|ranknpem0|ranknpeytd|ranknpesm0|ranknpesytd|ranknpesam0|ranknpesaytd|nbreclientscontactablesemailh|nbreclientsinactifsemailh|nbreclientsanimesm0|nbreclientstransformesm0|caclientstransformesm0|cacrmytd
215 Passy|passy215@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|716|3563|29.89|1.40|31.24|4.77|25.14|1.40|24.31|3.93|21.23|1.12|22.12|3.87|90|70|93|87|63|54|3331|1634|1870|34|1817.4|10318.53
217 Lyon confluence|217lyonconfluence@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|404|1987|65.84|2.23|64.47|6.14|60.89|1.98|59.34|5.64|51.73|0.99|39.05|3.98|3|2|4|2|6|10|5222|3087|2350|32|2541.2|8298.96
219 Saint Michel|219stmichel@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|509|2536|7.07|0.98|12.58|1.30|5.89|0.59|11.55|1.03|4.52|0.59|7.93|1.14|127|126|127|124|125|116|1450|853|661|6|518.4|2595.73
220 Beaugrenelle|220beaugrenelle@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|991|4626|38.75|1.61|28.53|3.22|35.72|1.41|25.51|2.96|33.91|1.61|23.82|3.16|62|87|52|79|28|45|3457|1581|1902|32|3645.2|10892
221 Dijon Toison|221dijontoison@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|359|1871|69.64|2.51|68.47|6.57|64.35|2.23|62.53|5.72|61.28|1.67|54.57|5.08|2|1|2|1|1|2|6242|3727|2942|32|2415.8|15222.97
300 MARSEILLE|glstferreol300@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|377|1960|25.46|0.53|26.22|3.06|22.81|0.53|23.57|3.06|22.28|0.80|22.91|3.11|103|95|98|90|59|50|2617|1602|1252|12|2344|5292.5
302 GL Haussmann|lpHausmann302@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|567|2966|5.11|0.35|1.62|0.61|4.41|0.18|1.31|0.44|4.06|0.18|1.11|0.47|130|132|129|132|128|132|627|364|263|3|539|681.12
303 BHV Rivoli|lprivoli303@louispion.fr|ROLE_BOUTIQUE|Steve BENDJAICHE|LOUIS PION|2016-05-01 00:00:00+02|1058|6267|42.53|1.80|30.75|5.31|38.09|1.80|27.32|4.90|2.93|0.09|2.82|1.04|48|74|44|69|129|130|5263|2253|2787|20|1779|9876.87
304 GL Tours|304lpgltours@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|309|1601|34.63|2.59|32.79|6.31|27.83|2.27|26.73|5.12|26.86|2.27|25.86|5.50|74|65|83|73|50|39|3487|2121|1651|9|731.55|2258.62
305 GL Grenoble|305glgrenoble@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|580|2979|39.14|1.21|36.05|6.88|35.69|1.03|32.39|5.98|8.97|0.52|8.02|2.75|59|51|53|50|112|114|3593|2002|1627|13|1786|8358.35
306 GL Toulouse|306gltoulouse@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|685|3509|41.75|2.92|36.34|6.33|36.50|2.48|28.67|5.13|18.54|0.29|10.97|1.82|52|49|50|60|72|102|4309|2237|2185|11|937|4194.95
307 GL Cap 3000|307glcap3000@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|677|3272|32.35|0.89|28.64|2.81|30.72|0.74|26.74|2.60|12.56|0.59|18.37|2.32|84|86|71|72|100|65|3418|1730|1775|18|3590.15|11133.15
308 GL Belle Epine|308glbelleepine@louispion.fr|ROLE_BOUTIQUE|Steve BENDJAICHE|LOUIS PION|2016-05-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|135|136|135|136|135|136|895|614|386|3|591|670
309 GL Bordeaux|309glbordeaux@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|1754|8425|33.41|2.68|31.45|5.09|30.10|2.34|26.14|4.27|23.72|1.48|18.26|2.69|81|68|74|76|56|67|8110|4194|4071|45|3371|16441.55
310 GL Lille|310gllille@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-05-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|136|137|136|137|136|137|1194|778|556|1|34|644.2
311 GL Lyon Bron|311gllyonbron@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|592|3129|41.05|1.52|40.59|5.11|36.82|1.52|36.85|4.83|31.25|1.86|27.04|3.93|54|30|49|34|35|35|3870|1986|2144|35|4903.5|20846.48
312 GL Lyon Part Dieu|312gllyonpartdieu@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|658|3535|38.91|1.82|27.10|5.23|32.52|1.67|22.32|4.67|30.55|1.67|20.71|4.78|61|89|64|94|41|58|3362|1775|1770|17|3584.2|12001.89
313 GL Maine|313glmaine@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|940|5156|18.09|0.96|19.57|3.63|13.83|0.85|16.02|3.16|12.77|0.64|14.62|2.60|117|115|120|117|99|86|3225|1680|1513|15|2071|10065.1
314 GL Marseille Bourse|314glmarseillebourse@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|389|1880|37.79|2.31|35.80|4.68|34.70|1.80|32.82|4.15|34.19|1.54|30.32|3.62|64|52|57|47|26|31|2885|1661|1396|11|1216.05|8630.35
315 GL Montpellier|315glmontpellier@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|469|2330|59.91|3.62|50.17|7.55|56.50|3.20|46.52|6.74|55.01|2.99|44.85|7.08|10|11|8|10|2|6|3011|1342|1702|3|374.2|6366.18
316 GL Nantes Decre|316glnantesdecre@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|693|3764|32.61|1.59|30.90|6.16|27.56|1.15|24.87|5.07|27.13|1.15|24.52|4.99|83|72|85|83|47|43|7693|4607|3371|16|2141|11471.55
317 GL Nice Massena|317glnicemassena@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|872|3853|24.43|0.92|23.80|5.29|20.07|0.69|18.17|3.63|18.92|0.57|17.26|3.56|105|104|105|106|71|70|3783|2089|1913|14|1572.3|9168.05
318 GL Perpignan|318glperpignan@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|296|1478|48.99|2.03|45.53|8.80|39.53|1.01|37.75|6.36|38.85|1.01|36.54|6.02|27|22|41|25|20|16|4768|3062|1928|23|2814|9937.31
319 GL Rosny|319glrosny@louispion.fr|ROLE_BOUTIQUE|Steve BENDJAICHE|LOUIS PION|2016-05-01 00:00:00+02|411|2611|60.83|2.92|36.96|7.58|56.45|2.68|33.44|6.59|13.87|0.73|7.62|2.34|9|45|9|44|94|117|3512|1875|1732|21|3044.5|8914.45
320 GL Strasbourg|320glstrasbourg@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-05-01 00:00:00+02|1428|5851|41.95|5.04|33.86|8.29|35.64|3.92|28.51|6.72|21.15|2.45|20.24|5.11|51|61|54|62|64|60|6448|3258|3240|35|2309|11681.1
321 GL Amiens|321glamiens@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-05-01 00:00:00+02|245|1221|50.20|2.04|54.79|6.88|46.12|1.63|50.86|6.47|44.90|1.63|49.88|6.80|24|6|25|5|11|3|4255|2795|1826|9|636.3|5050.87
322 GL Angers|322glangers@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|414|2147|55.31|2.66|45.83|4.10|48.31|2.90|39.73|3.87|48.07|2.90|39.45|3.87|19|21|19|21|9|9|6304|4060|2619|24|1549|9251.48
323 GL Annecy|323glannecy@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|276|1501|41.67|0.72|43.77|4.13|36.96|1.09|38.31|3.40|36.96|1.09|37.18|4.20|53|25|48|24|23|15|2099|1022|1145|16|2877.2|11410.72
324 GL Avignon Cap Sud|324glavignoncapsud@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|270|1510|32.22|2.96|39.93|7.75|30.74|2.96|37.48|7.75|16.30|1.48|22.25|5.17|85|34|70|27|85|53|2622|1437|1361|7|1227|5081.99
325 GL Bayonne|325glbayonne@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|206|1034|39.32|3.40|42.46|5.90|33.50|1.94|35.98|4.64|33.01|1.94|35.49|4.84|58|28|61|36|31|20|2855|1779|1228|8|952.2|3149.2
326 GL Besancon|326glbesancon@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|295|1528|44.75|1.02|33.18|3.53|30.51|1.02|26.18|3.01|29.49|1.02|25.00|3.14|38|62|72|75|43|40|1754|878|958|8|543.3|3233.45
327 GL Biarritz|327glbiarritz@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|314|1398|27.39|1.59|21.96|3.36|23.25|1.27|17.81|2.43|9.24|1.27|7.01|0.86|97|108|97|108|110|120|2035|1221|889|5|1107|3349.45
328 GL Caen|328glcaen@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|404|2072|32.92|1.73|32.96|5.74|26.73|1.49|27.85|4.97|21.78|0.99|23.21|4.44|82|64|87|67|60|48|4367|2828|1950|15|1767.2|5501.68
329 GL Cannes|329glcannes@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|272|1415|56.62|1.47|51.66|9.61|52.57|1.47|47.77|9.12|45.59|2.94|38.73|7.84|16|9|15|8|10|12|3398|1932|1673|17|1387.2|8714.55
330 GL Chambery|330glchambery@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|260|1357|35.77|1.54|26.38|3.46|29.62|1.54|18.28|2.14|26.92|1.54|16.43|2.06|69|94|77|105|49|75|982|440|499|5|425|1445
331 GL Clermont Ferrand|331glclermontferrand@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|406|2199|26.85|0.49|21.10|3.73|22.17|0.49|17.19|2.91|21.43|0.49|16.69|2.91|99|111|102|110|62|73|2213|1276|1099|9|1569|3926.2
332 GL Dijon|332gldijon@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|352|1791|33.81|0.85|36.13|3.91|29.83|0.85|30.93|3.41|29.26|0.85|30.49|3.41|77|50|76|55|44|29|2336|1218|1359|9|1030|6157.83
333 GL Evry|333glevry@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|409|2362|23.47|0.98|21.63|3.39|17.60|0.49|16.60|2.24|15.65|0.49|14.52|2.24|107|110|113|113|87|87|2849|1765|1325|18|2143.2|6561.85
334 GL Le Mans|334gllemans@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|423|1972|34.04|1.18|29.77|3.09|31.91|1.18|26.67|2.84|30.97|1.18|26.27|2.89|75|80|66|74|37|38|3177|2000|1481|18|2058.2|4444.8
335 GL Limoges|335gllimoges@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|451|2288|25.94|1.33|33.09|3.54|20.62|0.89|28.63|2.93|17.52|0.67|20.76|2.49|102|63|103|61|75|57|3051|1745|1466|16|1762.5|6100.43
336 GL Metz|336glmetz@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-05-01 00:00:00+02|501|2243|43.71|3.79|34.15|6.82|37.72|3.19|28.40|5.44|7.98|0.80|5.71|1.07|45|59|45|63|116|125|3543|1983|1802|14|902|4238.21
337 GL Orleans|337glorleans@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|355|1802|56.34|3.66|52.50|9.54|49.30|3.38|43.78|8.05|49.01|3.38|43.12|8.10|17|8|18|16|8|8|3377|1873|1648|16|1056.6|7220.21
338 GL Pau|338glpau@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|0|742|0.0|0.0|29.51|7.82|0.0|0.0|24.53|7.28|0.0|0.0|22.64|7.28|137|81|137|85|137|51|1928|1301|750|0|0|1054.07
339 GL Reims|339glreims@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-05-01 00:00:00+02|325|1694|39.38|3.69|40.44|11.39|36.31|3.38|37.43|10.98|35.38|3.08|36.19|10.86|57|31|51|29|25|18|3948|2371|1808|7|795|2681.91
340 GL Rennes|340glrennes@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|524|2563|23.09|1.15|26.14|3.90|17.75|0.38|20.68|2.61|17.18|0.38|20.09|2.81|108|96|112|99|78|61|4399|2592|1989|10|443|4880.37
341 GL Rouen|341glrouen@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|251|1399|46.22|1.20|43.75|3.43|41.83|0.80|39.53|2.86|41.43|0.80|38.96|2.86|35|26|34|22|15|11|3457|2099|1553|12|1047.2|4404.55
342 GL Toulon|342gltoulon@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|395|939|6.58|0.00|11.18|1.38|5.82|0.25|10.01|1.17|4.30|0.25|7.24|1.06|128|128|128|126|127|118|460|299|211|5|291.8|575.6
343 LP Parly2|343lpparly2@louispion.fr|ROLE_BOUTIQUE|Steve BENDJAICHE|LOUIS PION|2016-05-01 00:00:00+02|299|1809|51.84|3.34|39.08|8.46|42.81|2.68|32.39|7.19|16.72|1.67|13.82|3.54|22|38|29|49|82|93|2394|1149|1118|9|540|3207.08
346 GL Homme Mode|346@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|721|3449|2.08|0.00|3.74|0.49|1.53|0.00|2.99|0.35|0.97|0.00|2.17|0.23|131|131|131|131|131|131|474|233|233|2|521.3|2775.6
401 RUE ROYALE|rueroyale401@royal-quartz.fr|ROLE_BOUTIQUE|Doris SEITZ Royal Quartz|ROYAL QUARTZ|2016-05-01 00:00:00+02|261|1475|14.94|0.77|17.42|0.75|11.88|0.77|14.64|0.75|11.88|0.77|13.90|1.22|4|3|3|2|3|2||||||
402 CDG2F1|CDG2F1402@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|288|1197|1.39|0.00|3.34|0.00|0.35|0.00|0.92|0.00|0.35|0.00|0.75|0.00|11|9|9|7|9|7||||||
403 CDG2F2|CDG2F2403@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|312|1450|1.60|0.00|1.24|0.00|0.00|0.00|0.21|0.00|0.00|0.00|0.14|0.00|10|12|10|11|10|12||||||
404 ROYAL QUARTZ ROISSY CDG E2-S3|CDG2E2404@royal-quartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|514|2396|5.25|0.00|9.68|0.08|0.97|0.00|1.17|0.00|0.78|0.00|0.92|0.00|7|6|8|6|8|6||||||
406 CDG2E1 Royal Quartz|CDG2E1406@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|516|2498|0.39|0.00|4.12|0.04|0.00|0.00|0.16|0.00|0.00|0.00|0.16|0.00|12|8|11|12|11|11||||||
410 Madeleine|madeleine410@louispion.fr|ROLE_BOUTIQUE|Doris SEITZ Louis Pion|LOUIS PION|2016-05-01 00:00:00+02|288|1547|21.53|0.35|23.14|2.07|14.93|0.35|16.61|1.10|12.85|0.35|15.26|1.29|112|105|116|112|98|84|1983|936|1065|5|187.1|27775.52
411 Elysées|elysees411@louispion.fr|ROLE_BOUTIQUE|Doris SEITZ Louis Pion|LOUIS PION|2016-05-01 00:00:00+02|1084|5054|5.72|0.28|6.89|1.07|3.60|0.09|4.29|0.77|2.86|0.18|3.21|1.21|129|130|130|130|130|129|1520|717|841|9|3782.9|28953
412 Auber|auber412@louispion.fr|ROLE_BOUTIQUE|Doris SEITZ Louis Pion|LOUIS PION|2016-05-01 00:00:00+02|647|3608|15.46|0.46|12.78|0.91|11.28|0.31|9.78|0.67|10.51|0.31|9.04|1.03|122|125|124|127|107|110|2935|1521|1507|16|633.5|15980.7
413 Carrousel|413carrousel@louispion.fr|ROLE_BOUTIQUE|Doris SEITZ Louis Pion|LOUIS PION|2016-05-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|138|138|138|138|138|138|479|306|247|1|132|223
415 ROYAL QUARTZ ROISSY CDG 2G|CDGT2G415@louispion.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|13|15|12|13|12|13||||||
417 ROYAL QUARTZ Liaison AC|CDGAC417@royal-quartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|325|1219|19.38|0.00|29.37|0.25|2.77|0.00|2.54|0.08|0.92|0.00|1.15|0.08|2|2|5|5|7|5||||||
418 S4|418S4@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|246|1123|0.00|0.00|0.36|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|14|14|13|14|13|14||||||
419 GL HAUSSMANN HOMME LUXE|419glhommeluxe@royal-quartz.fr|ROLE_BOUTIQUE|Doris SEITZ Royal Quartz|ROYAL QUARTZ|2016-05-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|15|16|14|15|14|15||||||
420 ROYAL QUARTZ GL STRASBOURG|420@royal-quartz.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|ROYAL QUARTZ|2016-05-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|16|17|15|16|15|16||||||
421 AUGIS1830|421augis1830@augis1830.com|ROLE_BOUTIQUE|Doris SEITZ Royal Quartz|ROYAL QUARTZ|2016-05-01 00:00:00+02|246|1086|14.63|0.41|13.81|0.83|13.01|0.41|11.79|0.83|12.60|0.41|11.42|0.92|5|4|1|3|1|3||||||
422 ROYAL QUARTZ Terminal 1 |T1CDG422@royal-quartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|254|1220|14.96|0.00|13.44|0.00|0.00|0.00|0.25|0.00|0.00|0.00|0.16|0.00|3|5|16|10|16|10||||||
423 ROYAL QUARTZ CDG S4|423@louispion.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|24|126|0.00|0.00|2.38|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|17|10|17|17|17|17||||||
453 ORLY ROLEX|453@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|16|81|37.50|0.00|37.04|0.00|12.50|0.00|24.69|0.00|12.50|0.00|20.99|1.23|1|1|2|1|2|1||||||
454 ROYAL QUARTZ ORLY SUD MULTIMARQUE|454SudInternationale@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|778|4169|5.14|0.00|2.21|0.02|1.41|0.00|0.65|0.02|1.29|0.00|0.55|0.02|8|11|6|8|6|8||||||
455 ROYAL QUARTZ ORLY OUEST CENTRAL|455Ouest2@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|538|2642|5.76|0.00|4.24|0.00|5.20|0.00|3.71|0.00|5.20|0.00|3.52|0.04|6|7|4|4|4|4||||||
456 ROYAL QUARTZ ORLY OUEST HALL 3|456ouest3@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|284|1441|1.76|0.00|0.83|0.00|1.41|0.00|0.49|0.07|1.41|0.00|0.42|0.07|9|13|7|9|5|9||||||
Céline BRAISSAND|cbraissand@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|11944|60744|41.15|1.64|37.68|4.67|36.29|1.48|33.27|4.06|27.85|1.42|25.88|3.58|0|0|0|0|0|0|77961|42919|39442|531|51140.9|226510.56
Claire LUNGAVIA|clungavia@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|10881|52336|29.36|1.42|29.44|4.49|27.10|1.40|27.26|4.19|19.94|1.09|19.79|3.23|0|0|0|0|0|0|62427|35472|31132|343|37205|141555.78
David DESGARCEAUX|ddesgarceaux@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|10950|55687|36.54|1.64|30.49|3.74|31.53|1.42|25.65|3.16|29.94|1.39|24.84|3.19|0|0|0|0|0|0|80517|48193|37198|456|36731|144381.1
Doris SEITZ Louis Pion|dseitz@royalquartz.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|2019|10209|11.09|0.35|11.43|1.17|7.68|0.20|8.10|0.78|6.74|0.25|7.09|1.16|0|0|0|0|0|0|6917|3480|3660|31|4735.5|72932.22
Doris SEITZ Royal Quartz|dseitz@royalquartz.fr|ROLE_DR|""|ROYAL QUARTZ|2016-05-01 00:00:00+02|507|2561|14.79|0.59|15.89|0.78|12.43|0.59|13.43|0.78|12.23|0.59|12.85|1.09|0|0|0|0|0|0||||||
Jérémie BOURGAIN|jbourgain@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|9750|45295|43.35|3.08|36.23|6.41|36.15|2.30|29.93|4.91|25.27|1.62|22.18|3.61|0|0|0|0|0|0|60165|33353|30100|358|26077.6|106162.28
Julien GAUTHEROT|jgautherot@royalquartz.fr|ROLE_DR|""|ROYAL QUARTZ|2016-05-01 00:00:00+02|4095|19562|5.40|0.00|5.97|0.04|1.47|0.00|1.19|0.02|1.27|0.00|0.98|0.03|0|0|0|0|0|0||||||
LOUIS PION|""|ROLE_MARQUE|""|LOUIS PION|2016-05-01 00:00:00+02|80449|402904|36.34|1.86|31.61|4.44|31.81|1.59|27.47|3.79|21.39|1.21|18.97|2.95|0|0|0|0|0|0|475607|265036|235431|2905|266534.66|1137759.14
Romain DEBROISE|rdebroise@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|9876|48725|32.21|2.00|30.08|4.33|28.14|1.66|25.74|3.58|23.61|1.29|20.41|2.96|0|0|0|0|0|0|62746|36896|29143|285|25130.7|104271.55
ROYAL QUARTZ|""|ROLE_MARQUE|""|ROYAL QUARTZ|2016-05-01 00:00:00+02|4602|22123|6.43|0.07|7.12|0.12|2.67|0.07|2.60|0.10|2.48|0.07|2.36|0.15|0|0|0|0|0|0||||||
Stéphane MORICEAU|smoriceau@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|13048|67007|25.47|1.33|23.27|3.15|21.68|1.11|19.69|2.62|15.11|0.82|13.99|2.25|0|0|0|0|0|0|51075|27142|26097|320|29409.7|129360
Steve BENDJAICHE|sbendjaiche@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|11981|62901|51.47|2.38|38.57|5.34|46.43|2.15|34.62|4.83|12.80|1.11|10.20|2.44|0|0|0|0|0|0|73799|37581|38659|581|56104.26|212585.65
