username|email|role|dr|brand|date|nbtransacm0|nbtransacytd|txtransacnpem0|txtransacnvem0|txtransacnpeytd|txtransacnveytd|txtransacnpesm0|txtransacnvesm0|txtransacnpesytd|txtransacnvesytd|txtransacnpesam0|txtransacnvesam0|txtransacnpesaytd|txtransacnvesaytd|ranknpem0|ranknpeytd|ranknpesm0|ranknpesytd|ranknpesam0|ranknpesaytd|nbreclientscontactablesemailh|nbreclientsinactifsemailh|nbreclientsanimesm0|nbreclientstransformesm0|caclientstransformesm0|cacrmytd
215 Passy|passy215@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-06-01 00:00:00+02|928|4491|38.36|1.29|32.82|4.54|32.33|1.51|26.12|3.96|23.60|1.72|22.58|3.96|82|78|84|86|67|55|1356|961|1607|70|5605.8|21011.9
217 Lyon confluence|217lyonconfluence@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-06-01 00:00:00+02|476|2463|80.67|0.84|67.72|6.41|74.16|1.05|62.36|5.81|53.99|1.47|42.22|4.47|1|2|1|2|9|9|1579|1441|1945|57|4195.5|16914.32
219 Saint Michel|219stmichel@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-06-01 00:00:00+02|586|3122|4.61|0.85|11.24|1.38|3.75|0.85|10.25|1.15|1.54|0.85|6.95|1.25|128|128|128|126|128|122|419|406|519|9|456.07|4229.53
220 Beaugrenelle|220beaugrenelle@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-06-01 00:00:00+02|1094|5720|45.25|1.28|31.99|3.37|39.85|1.46|28.53|3.09|37.93|1.74|26.80|3.34|65|80|66|73|37|40|1491|892|1797|49|5700.5|20400.65
221 Dijon Toison|221dijontoison@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-06-01 00:00:00+02|428|2299|77.34|0.70|70.12|6.39|73.36|1.17|64.55|5.65|70.09|1.87|57.59|5.31|2|1|2|1|1|1|1810|2126|2261|62|5504.26|28958.54
300 MARSEILLE|glstferreol300@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-06-01 00:00:00+02|489|2449|44.99|0.20|30.26|2.61|41.10|0.20|27.36|2.61|39.88|0.20|26.50|2.65|66|86|61|78|30|45|763|867|959|22|3266.3|12197.97
302 GL Haussmann|lpHausmann302@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-06-01 00:00:00+02|850|3816|9.41|0.12|3.41|0.89|8.59|0.24|2.99|0.66|8.12|0.35|2.73|0.71|127|132|126|131|119|131|206|189|227|8|453.9|1086.02
303 BHV Rivoli|lprivoli303@louispion.fr|ROLE_BOUTIQUE|Steve BENDJAICHE|LOUIS PION|2016-06-01 00:00:00+02|1220|7488|48.11|0.33|33.64|5.05|41.80|0.49|29.77|4.70|3.03|0.90|2.98|1.18|59|72|58|68|127|130|2038|1310|2618|39|5609.55|19369.62
304 GL Tours|304lpgltours@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-06-01 00:00:00+02|416|2019|53.61|0.48|37.25|5.99|43.03|0.48|30.21|5.00|41.35|0.72|29.17|5.35|43|56|53|64|27|36|924|1304|1169|25|2935.7|9140.73
305 GL Grenoble|305glgrenoble@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-06-01 00:00:00+02|702|3681|52.85|0.85|39.34|6.90|47.72|1.00|35.43|5.98|8.55|1.42|8.29|2.99|46|45|41|45|117|118|1125|977|1425|29|3683.6|17690.82
306 GL Toulouse|306gltoulouse@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-06-01 00:00:00+02|884|4393|47.62|0.11|38.65|6.31|42.99|0.45|31.62|5.35|13.69|0.79|11.54|2.34|61|49|54|59|105|102|1415|1383|1835|17|3676.4|11225.4
307 GL Cap 3000|307glcap3000@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-06-01 00:00:00+02|711|3983|56.54|0.56|33.67|3.04|54.29|0.42|31.71|2.81|21.24|0.98|18.91|2.28|36|71|25|56|73|69|1349|1176|2438|37|5735.2|29117.02
308 GL Belle Epine|308glbelleepine@louispion.fr|ROLE_BOUTIQUE|Steve BENDJAICHE|LOUIS PION|2016-06-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|134|136|134|136|134|136|204|349|375|9|751.5|1841.5
309 GL Bordeaux|309glbordeaux@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-06-01 00:00:00+02|1916|10341|44.00|0.94|33.90|5.13|38.62|1.10|28.58|4.28|30.17|0.99|20.59|2.87|70|68|67|72|54|65|2675|2438|3436|82|7059.4|33686.99
310 GL Lille|310gllille@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-06-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|135|137|135|137|135|137|315|447|366|6|311.2|1293.4
311 GL Lyon Bron|311gllyonbron@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-06-01 00:00:00+02|718|3847|35.38|1.53|39.75|4.81|31.89|1.39|36.05|4.63|29.67|1.39|27.74|3.87|89|43|85|43|55|39|1412|1178|1747|50|5005.3|38999.65
312 GL Lyon Part Dieu|312gllyonpartdieu@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-06-01 00:00:00+02|828|4363|46.74|0.48|30.92|5.32|37.44|1.09|25.33|4.77|34.78|1.81|23.49|5.04|63|83|70|91|45|52|1213|1043|1488|40|12188.7|27818.58
313 GL Maine|313glmaine@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-06-01 00:00:00+02|1249|6405|25.22|0.24|20.69|3.45|21.46|0.48|17.08|3.03|19.54|0.48|15.58|2.51|111|117|110|118|83|90|1087|910|1387|27|4755.4|19382.36
314 GL Marseille Bourse|314glmarseillebourse@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-06-01 00:00:00+02|511|2391|48.34|1.57|38.60|4.89|41.68|1.17|34.84|4.31|40.51|1.17|32.62|3.85|57|50|60|46|29|28|899|913|1125|25|2748.85|13962.95
315 GL Montpellier|315glmontpellier@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-06-01 00:00:00+02|545|2875|65.87|0.73|53.15|6.99|59.08|1.10|48.90|6.37|56.51|1.28|47.06|6.82|16|10|17|9|6|6|1126|905|1470|26|3360.7|13108.43
316 GL Nantes Decre|316glnantesdecre@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-06-01 00:00:00+02|917|4681|42.31|0.44|33.16|5.64|35.55|0.65|27.05|4.61|34.90|0.76|26.66|4.59|74|76|79|79|44|42|1988|2545|2493|46|6666.3|28584.65
317 GL Nice Massena|317glnicemassena@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-06-01 00:00:00+02|863|4716|29.66|0.93|24.89|4.98|20.74|1.16|18.66|3.48|19.58|1.04|17.71|3.39|101|105|113|111|80|76|1298|1409|2504|19|2410.9|20009
318 GL Perpignan|318glperpignan@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-06-01 00:00:00+02|310|1788|60.32|0.65|48.15|9.34|49.03|0.65|39.82|6.99|48.71|0.65|38.76|6.71|27|21|36|33|16|17|1184|1631|1468|22|2675.7|18069.61
319 GL Rosny|319glrosny@louispion.fr|ROLE_BOUTIQUE|Steve BENDJAICHE|LOUIS PION|2016-06-01 00:00:00+02|521|3132|69.67|0.38|42.53|7.54|65.26|0.77|38.86|6.77|13.24|0.77|8.62|2.71|7|35|7|34|107|117|1221|1025|1550|25|3643.25|22989.22
320 GL Strasbourg|320glstrasbourg@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-06-01 00:00:00+02|1586|7437|53.09|0.88|38.19|8.85|43.82|1.39|32.02|7.44|28.18|1.45|22.04|5.38|45|52|50|55|58|59|2296|2166|2888|49|4673.1|23857.75
321 GL Amiens|321glamiens@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-06-01 00:00:00+02|345|1566|57.39|2.90|55.43|7.47|51.88|3.19|51.21|7.02|51.30|3.19|50.32|7.28|32|8|31|6|14|3|1022|1483|1325|32|2675.1|11459.24
322 GL Angers|322glangers@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-06-01 00:00:00+02|487|2634|59.96|0.82|48.63|4.02|53.59|0.82|42.37|3.68|53.18|0.82|42.07|3.72|28|19|26|20|10|10|1540|2119|1915|46|3518.3|20343.6
323 GL Annecy|323glannecy@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-06-01 00:00:00+02|337|1838|61.13|2.08|47.39|4.24|53.41|2.08|41.62|3.70|51.93|2.67|40.42|4.46|24|22|27|25|12|14|812|610|1024|39|7353.4|23173.87
324 GL Avignon Cap Sud|324glavignoncapsud@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-06-01 00:00:00+02|419|1929|36.52|1.43|39.24|7.62|35.56|1.43|37.12|7.52|16.95|3.10|21.20|5.81|84|46|77|40|94|61|882|919|1129|25|2479.65|13928.52
325 GL Bayonne|325glbayonne@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-06-01 00:00:00+02|300|1334|44.67|1.33|42.95|5.47|36.67|1.00|36.13|4.42|36.00|1.67|35.61|4.80|68|34|73|42|41|24|760|886|946|16|896.5|5649.7
326 GL Besancon|326glbesancon@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-06-01 00:00:00+02|386|1914|56.74|1.04|38.19|3.55|44.30|0.78|30.09|2.93|41.19|1.04|28.53|3.08|34|51|47|66|28|37|627|599|819|29|2744.3|7306.05
327 GL Biarritz|327glbiarritz@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-06-01 00:00:00+02|401|1799|22.94|1.75|22.23|3.61|21.70|1.25|18.73|2.83|6.98|1.25|7.06|1.33|116|114|109|109|122|121|540|608|687|7|1480.7|5346.62
328 GL Caen|328glcaen@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-06-01 00:00:00+02|492|2564|34.15|2.03|33.27|5.73|27.03|2.24|27.77|5.03|26.22|2.24|23.91|4.52|92|75|98|74|62|50|1016|1715|1339|31|2794.9|11379.53
329 GL Cannes|329glcannes@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-06-01 00:00:00+02|289|1704|61.59|1.04|53.64|9.62|55.02|1.38|49.30|9.21|51.21|2.42|41.26|8.33|22|9|23|8|15|11|1095|1279|2182|26|2867.6|16783.65
330 GL Chambery|330glchambery@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-06-01 00:00:00+02|316|1673|28.16|0.32|26.78|3.41|20.25|0.32|18.77|2.27|18.67|0.32|16.92|2.33|107|101|115|108|88|79|362|319|477|5|523.7|3501.2
331 GL Clermont Ferrand|331glclermontferrand@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-06-01 00:00:00+02|563|2762|28.77|0.36|22.66|3.40|22.74|0.18|18.32|2.64|21.85|0.53|17.74|2.82|104|111|107|112|71|75|641|755|840|14|1674.5|8785.9
332 GL Dijon|332gldijon@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-06-01 00:00:00+02|407|2198|39.31|1.23|36.81|3.87|32.92|1.23|31.48|3.46|32.43|1.47|31.03|3.55|81|59|83|60|49|32|797|818|1059|24|3393|13767.53
333 GL Evry|333glevry@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-06-01 00:00:00+02|627|2989|29.98|1.12|23.59|3.31|25.84|0.64|18.67|2.21|20.41|0.64|15.86|2.17|100|108|101|110|77|86|806|1197|1848|33|3141.6|14423.7
334 GL Le Mans|334gllemans@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-06-01 00:00:00+02|514|2486|45.33|0.19|33.47|2.90|40.08|0.19|29.89|2.65|38.91|0.58|29.32|2.78|64|74|65|67|34|35|844|1123|1097|39|2083.2|11390.9
335 GL Limoges|335gllimoges@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-06-01 00:00:00+02|543|2831|34.62|0.92|33.49|3.53|29.65|0.74|28.93|2.86|27.26|0.92|22.15|2.54|91|73|92|70|60|58|894|994|1164|29|2071.6|11245.38
336 GL Metz|336glmetz@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-06-01 00:00:00+02|618|2861|60.52|0.49|39.99|6.99|49.51|1.13|33.17|5.66|9.06|0.16|6.71|1.15|26|41|34|53|115|124|1155|1156|1438|36|3490.4|12276.86
337 GL Orleans|337glorleans@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-06-01 00:00:00+02|448|2250|68.08|3.35|55.64|10.00|59.38|3.35|46.93|8.62|58.26|3.79|46.18|8.76|10|7|16|15|5|7|1038|1108|1307|45|2812.1|16241.6
338 GL Pau|338glpau@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-06-01 00:00:00+02|0|742|0.0|0.0|29.51|7.82|0.0|0.0|24.53|7.28|0.0|0.0|22.64|7.28|136|88|136|96|136|54|368|604|475|7|398.9|2508.37
339 GL Reims|339glreims@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-06-01 00:00:00+02|384|2078|67.45|1.56|45.62|10.78|62.24|1.30|42.20|10.30|60.94|1.56|40.95|10.30|11|26|11|22|2|12|1070|1416|1365|17|2099.5|8338.41
340 GL Rennes|340glrennes@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-06-01 00:00:00+02|638|3201|36.05|0.16|28.12|4.09|27.43|0.31|22.02|2.87|27.12|0.31|21.49|3.03|87|93|96|100|61|60|1170|1560|1455|34|1826.8|8995.95
341 GL Rouen|341glrouen@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-06-01 00:00:00+02|366|1765|49.18|1.64|44.99|3.40|44.26|1.64|40.62|2.83|43.44|1.64|40.00|2.83|54|29|48|28|24|15|934|1052|1168|27|1964.5|9679.25
342 GL Toulon|342gltoulon@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-06-01 00:00:00+02|0|939|0.0|0.0|11.40|1.38|0.0|0.0|10.22|1.17|0.0|0.0|7.45|1.06|137|127|137|127|137|119|105|168|150|1|62.3|1438.67
343 LP Parly2|343lpparly2@louispion.fr|ROLE_BOUTIQUE|Steve BENDJAICHE|LOUIS PION|2016-06-01 00:00:00+02|374|2183|69.25|2.67|44.43|9.25|60.16|3.21|37.43|8.06|32.89|4.81|17.18|4.95|8|32|15|37|47|77|787|617|1016|29|2184|6902.68
346 GL Homme Mode|346@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-06-01 00:00:00+02|875|4324|3.43|0.00|3.72|0.53|1.94|0.00|2.82|0.35|1.37|0.00|2.06|0.25|129|131|130|132|129|132|158|126|205|3|139.1|3691.2
401 RUE ROYALE|rueroyale401@royal-quartz.fr|ROLE_BOUTIQUE|Doris SEITZ Royal Quartz|ROYAL QUARTZ|2016-06-01 00:00:00+02|343|1818|22.45|0.00|18.43|0.61|18.08|0.00|15.29|0.61|17.78|0.00|14.63|0.99|3|3|2|2|2|2||||||
402 CDG2F1|CDG2F1402@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-06-01 00:00:00+02|266|1463|1.88|0.00|3.08|0.07|0.00|0.00|0.75|0.00|0.00|0.00|0.62|0.00|7|9|9|7|8|7||||||
403 CDG2F2|CDG2F2403@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-06-01 00:00:00+02|276|1726|1.45|0.00|1.27|0.00|0.36|0.36|0.23|0.06|0.00|0.36|0.12|0.06|10|12|8|10|9|12||||||
404 ROYAL QUARTZ ROISSY CDG E2-S3|CDG2E2404@royal-quartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-06-01 00:00:00+02|451|2847|1.55|0.00|8.39|0.07|0.00|0.00|0.98|0.00|0.00|0.00|0.77|0.00|9|6|10|6|10|6||||||
406 CDG2E1 Royal Quartz|CDG2E1406@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-06-01 00:00:00+02|474|2972|0.42|0.00|3.53|0.03|0.00|0.00|0.13|0.00|0.00|0.00|0.13|0.00|12|8|11|12|11|10||||||
410 Madeleine|madeleine410@louispion.fr|ROLE_BOUTIQUE|Doris SEITZ Louis Pion|LOUIS PION|2016-06-01 00:00:00+02|319|1866|28.21|0.31|24.12|1.98|23.20|0.31|17.90|1.07|22.26|0.94|16.61|1.39|106|107|104|114|70|83|757|454|894|37|31247.2|64040.4
411 Elysées|elysees411@louispion.fr|ROLE_BOUTIQUE|Doris SEITZ Louis Pion|LOUIS PION|2016-06-01 00:00:00+02|930|5984|10.11|0.32|7.39|1.12|5.70|0.32|4.55|0.84|4.41|0.86|3.44|1.25|126|130|127|130|126|129|604|379|691|11|18692.8|58363.9
412 Auber|auber412@louispion.fr|ROLE_BOUTIQUE|Doris SEITZ Louis Pion|LOUIS PION|2016-06-01 00:00:00+02|916|4524|15.39|0.33|13.35|0.97|12.55|0.11|10.37|0.62|11.14|0.66|9.48|1.04|123|125|124|125|114|114|1027|785|1249|28|12433.25|34238.8
413 Carrousel|413carrousel@louispion.fr|ROLE_BOUTIQUE|Doris SEITZ Louis Pion|LOUIS PION|2016-06-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|138|138|138|138|138|138|130|151|168|1|20.7|253.7
415 ROYAL QUARTZ ROISSY CDG 2G|CDGT2G415@louispion.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-06-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|14|15|12|13|12|13||||||
417 ROYAL QUARTZ Liaison AC|CDGAC417@royal-quartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-06-01 00:00:00+02|255|1474|32.94|0.00|29.99|0.27|3.53|0.00|2.71|0.07|2.35|0.00|1.36|0.07|2|2|5|5|5|5||||||
418 S4|418S4@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-06-01 00:00:00+02|247|1370|0.40|0.00|0.36|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|13|14|13|14|13|14||||||
419 GL HAUSSMANN HOMME LUXE|419glhommeluxe@royal-quartz.fr|ROLE_BOUTIQUE|Doris SEITZ Royal Quartz|ROYAL QUARTZ|2016-06-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|15|16|14|15|14|15||||||
420 ROYAL QUARTZ GL STRASBOURG|420@royal-quartz.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|ROYAL QUARTZ|2016-06-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|16|17|15|16|15|16||||||
421 AUGIS1830|421augis1830@augis1830.com|ROLE_BOUTIQUE|Doris SEITZ Royal Quartz|ROYAL QUARTZ|2016-06-01 00:00:00+02|274|1360|14.96|0.00|14.41|0.66|12.41|0.00|12.28|0.66|12.04|0.36|11.91|0.88|4|4|3|3|3|3||||||
422 ROYAL QUARTZ Terminal 1 |T1CDG422@royal-quartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-06-01 00:00:00+02|300|1520|7.33|0.00|12.24|0.00|0.00|0.00|0.20|0.00|0.00|0.00|0.13|0.00|5|5|16|11|16|11||||||
423 ROYAL QUARTZ CDG S4|423@louispion.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-06-01 00:00:00+02|17|143|0.00|0.00|2.10|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|17|11|17|17|17|17||||||
453 ORLY ROLEX|453@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-06-01 00:00:00+02|9|90|44.44|0.00|37.78|0.00|22.22|0.00|24.44|1.11|22.22|0.00|21.11|2.22|1|1|1|1|1|1||||||
454 ROYAL QUARTZ ORLY SUD MULTIMARQUE|454SudInternationale@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-06-01 00:00:00+02|703|4872|1.85|0.00|2.16|0.02|0.85|0.00|0.68|0.02|0.85|0.00|0.60|0.04|8|10|6|8|6|8||||||
455 ROYAL QUARTZ ORLY OUEST CENTRAL|455Ouest2@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-06-01 00:00:00+02|631|3273|4.91|0.16|4.40|0.03|3.96|0.16|3.79|0.06|3.80|0.16|3.61|0.09|6|7|4|4|4|4||||||
456 ROYAL QUARTZ ORLY OUEST HALL 3|456ouest3@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-06-01 00:00:00+02|279|1720|0.72|0.00|0.81|0.00|0.72|0.00|0.52|0.06|0.72|0.00|0.47|0.06|11|13|7|9|7|9||||||
Céline BRAISSAND|cbraissand@louispion.fr|ROLE_DR|""|LOUIS PION|2016-06-01 00:00:00+02|14668|75416|46.36|1.10|39.55|4.72|40.81|1.24|34.93|4.17|32.36|1.83|27.37|3.86|0|0|0|0|0|0|26006|24160|33021|1077|108007.06|455172.44
Claire LUNGAVIA|clungavia@louispion.fr|ROLE_DR|""|LOUIS PION|2016-06-01 00:00:00+02|12260|64596|38.14|0.95|31.24|4.53|34.85|1.00|28.85|4.27|25.56|1.21|21.05|3.37|0|0|0|0|0|0|20369|21581|31285|608|63622.9|302386.62
David DESGARCEAUX|ddesgarceaux@louispion.fr|ROLE_DR|""|LOUIS PION|2016-06-01 00:00:00+02|13110|68798|42.94|1.21|33.03|3.91|37.03|1.27|27.99|3.36|35.32|1.37|27.01|3.39|0|0|0|0|0|0|22834|27229|28824|906|71253.27|324189.1
Doris SEITZ Louis Pion|dseitz@royalquartz.fr|ROLE_DR|""|LOUIS PION|2016-06-01 00:00:00+02|2165|12374|15.01|0.32|12.09|1.20|11.18|0.23|8.69|0.79|9.88|0.79|7.64|1.20|0|0|0|0|0|0|2518|1769|3002|77|62393.95|156896.8
Doris SEITZ Royal Quartz|dseitz@royalquartz.fr|ROLE_DR|""|ROYAL QUARTZ|2016-06-01 00:00:00+02|617|3178|19.12|0.00|16.71|0.63|15.56|0.00|14.00|0.63|15.24|0.16|13.47|0.94|0|0|0|0|0|0||||||
Jérémie BOURGAIN|jbourgain@louispion.fr|ROLE_DR|""|LOUIS PION|2016-06-01 00:00:00+02|11062|56357|57.20|1.60|40.61|7.04|47.43|1.75|33.63|5.46|30.16|2.03|23.95|4.13|0|0|0|0|0|0|19823|19873|25131|784|60120.55|236183.44
Julien GAUTHEROT|jgautherot@royalquartz.fr|ROLE_DR|""|ROYAL QUARTZ|2016-06-01 00:00:00+02|3908|23470|4.48|0.03|5.73|0.04|1.15|0.05|1.18|0.03|1.02|0.05|0.99|0.04|0|0|0|0|0|0||||||
LOUIS PION|""|ROLE_MARQUE|""|LOUIS PION|2016-06-01 00:00:00+02|96090|499005|42.11|1.01|33.79|4.59|36.77|1.09|29.43|3.97|24.87|1.63|20.27|3.25|0|0|0|0|0|0|154765|152310|205295|5655|587358.12|2374623.72
Romain DEBROISE|rdebroise@louispion.fr|ROLE_DR|""|LOUIS PION|2016-06-01 00:00:00+02|11574|60300|38.57|0.98|31.80|4.42|33.79|0.99|27.39|3.72|27.42|1.18|21.85|3.20|0|0|0|0|0|0|18128|19738|23191|536|47573.7|219645.56
ROYAL QUARTZ|""|ROLE_MARQUE|""|ROYAL QUARTZ|2016-06-01 00:00:00+02|4525|26648|6.48|0.02|7.04|0.11|3.12|0.04|2.71|0.10|2.96|0.07|2.48|0.15|0|0|0|0|0|0||||||
Stéphane MORICEAU|smoriceau@louispion.fr|ROLE_DR|""|LOUIS PION|2016-06-01 00:00:00+02|15694|82703|29.06|0.63|24.52|3.10|24.71|0.68|20.81|2.61|16.80|1.06|14.68|2.36|0|0|0|0|0|0|18101|15998|25535|658|68624.45|266670.58
Steve BENDJAICHE|sbendjaiche@louispion.fr|ROLE_DR|""|LOUIS PION|2016-06-01 00:00:00+02|15557|78461|49.37|0.89|40.87|5.61|44.64|1.02|36.78|5.13|13.05|2.76|10.90|3.13|0|0|0|0|0|0|26986|21962|35306|1009|105762.24|413479.18
