username|email|role|dr|brand|date|nbtransacm0|nbtransacytd|txtransacnpem0|txtransacnvem0|txtransacnpeytd|txtransacnveytd|txtransacnpesm0|txtransacnvesm0|txtransacnpesytd|txtransacnvesytd|txtransacnpesam0|txtransacnvesam0|txtransacnpesaytd|txtransacnvesaytd|ranknpem0|ranknpeytd|ranknpesm0|ranknpesytd|ranknpesam0|ranknpesaytd|nbreclientscontactablesemailh|nbreclientsinactifsemailh|nbreclientsanimesm0|nbreclientstransformesm0|caclientstransformesm0|cacrmytd
215 Passy|passy215@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|716|3563|29.89|4.75|31.24|5.44|25.14|5.03|24.31|4.66|21.23|4.75|22.12|4.60|90|70|93|87|63|54|1260|891|1615|47|2324.7|15376.1
217 Lyon confluence|217lyonconfluence@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|404|1987|65.84|10.40|64.47|7.80|60.89|8.66|59.34|7.00|51.73|6.68|39.05|5.13|3|2|4|2|6|10|1513|1328|2017|46|3281.2|12558.82
219 Saint Michel|219stmichel@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|509|2536|7.07|1.96|12.58|1.50|5.89|1.57|11.55|1.22|4.52|1.57|7.93|1.34|127|126|128|124|126|116|431|375|569|7|562.9|3773.46
220 Beaugrenelle|220beaugrenelle@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|991|4626|38.75|4.84|28.56|3.91|35.72|4.04|25.53|3.52|33.91|4.44|23.84|3.76|62|87|52|79|28|45|1341|767|1664|36|4039.2|14675.2
221 Dijon Toison|221dijontoison@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|359|1871|69.64|7.80|68.47|7.70|64.35|6.69|62.53|6.68|61.28|6.41|54.57|6.09|2|1|2|1|1|2|1799|1987|2486|50|3386.9|23368.28
300 MARSEILLE|glstferreol300@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|377|1960|25.46|1.33|26.22|3.21|22.81|1.33|23.57|3.21|22.28|1.59|22.91|3.27|103|95|98|90|59|50|692|812|1006|17|2623|8931.67
302 GL Haussmann|lpHausmann302@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|567|2966|5.11|3.00|1.62|1.11|4.41|1.94|1.31|0.78|4.06|1.94|1.11|0.81|130|132|129|132|128|132|170|183|225|3|539|691.12
303 BHV Rivoli|lprivoli303@louispion.fr|ROLE_BOUTIQUE|Steve BENDJAICHE|LOUIS PION|2016-05-01 00:00:00+02|1058|6267|42.53|5.77|30.75|5.98|38.09|5.58|27.32|5.54|2.93|0.95|2.82|1.20|48|74|44|69|129|130|1895|1059|2426|27|2719|13874.07
304 GL Tours|304lpgltours@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|309|1601|34.63|8.41|32.79|7.43|27.83|7.44|26.73|6.18|26.86|7.44|25.86|6.56|74|65|83|73|50|39|880|1252|1350|15|1230.65|6222.44
305 GL Grenoble|305glgrenoble@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|580|2979|39.14|8.62|36.05|8.39|35.69|7.24|32.39|7.22|8.97|2.07|8.02|3.36|59|51|53|50|112|114|1016|874|1374|20|2407|13868.07
306 GL Toulouse|306gltoulouse@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|685|3509|41.75|10.66|36.34|7.89|36.50|9.78|28.67|6.61|18.54|4.09|10.97|2.71|52|49|51|60|72|102|1379|1179|1842|18|2690|7638.5
307 GL Cap 3000|307glcap3000@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|677|3272|32.35|4.58|28.64|3.58|30.72|4.28|26.74|3.33|12.56|1.77|18.37|2.57|84|86|71|72|101|65|1205|1133|1507|29|5358.15|22598.62
308 GL Belle Epine|308glbelleepine@louispion.fr|ROLE_BOUTIQUE|Steve BENDJAICHE|LOUIS PION|2016-05-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|135|136|135|136|135|136|212|304|313|3|591|1090
309 GL Bordeaux|309glbordeaux@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|1754|8425|33.47|7.35|31.47|6.09|30.16|5.82|26.15|5.02|23.77|4.22|18.27|3.29|80|68|74|76|56|67|2622|2061|3474|72|6030.4|26561.59
310 GL Lille|310gllille@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-05-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|136|137|136|137|136|137|315|441|458|6|288.8|1026
311 GL Lyon Bron|311gllyonbron@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|592|3129|41.05|3.89|40.59|5.62|36.82|4.39|36.85|5.43|31.25|4.39|27.04|4.51|54|30|49|34|35|35|1384|1074|1846|56|8914.5|33511.35
312 GL Lyon Part Dieu|312gllyonpartdieu@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|658|3535|38.91|7.75|27.10|6.45|32.52|6.38|22.32|5.63|30.55|6.69|20.71|5.80|61|89|64|94|41|58|1096|972|1492|24|4590.2|15778.88
313 GL Maine|313glmaine@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|940|5156|18.09|4.04|19.57|4.23|13.83|3.30|16.02|3.65|12.77|2.45|14.62|2.99|117|115|120|117|99|86|1029|795|1318|19|2772|14553.96
314 GL Marseille Bourse|314glmarseillebourse@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|389|1880|37.79|7.46|35.80|5.80|34.70|6.43|32.82|5.16|34.19|5.91|30.32|4.57|64|52|57|47|26|31|848|842|1163|16|1349.05|10941.7
315 GL Montpellier|315glmontpellier@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|469|2330|59.91|7.89|50.17|8.45|56.50|7.25|46.52|7.60|55.01|7.89|44.85|8.11|10|11|8|10|2|6|1087|760|1440|11|1466.3|9495.73
316 GL Nantes Decre|316glnantesdecre@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|693|3764|32.61|4.91|30.90|6.91|27.56|3.32|24.87|5.58|27.13|3.46|24.52|5.53|83|72|85|83|47|44|1940|2405|2803|29|4256.2|21918.35
317 GL Nice Massena|317glnicemassena@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|872|3853|24.43|3.56|23.80|5.92|20.07|2.29|18.17|4.02|18.92|2.18|17.26|3.94|105|104|105|106|71|70|1196|1371|1600|25|3562.95|18146.3
318 GL Perpignan|318glperpignan@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|296|1478|48.99|13.85|45.53|11.16|39.53|10.81|37.75|8.32|38.85|10.81|36.54|7.98|27|22|41|25|20|16|1167|1558|1627|29|3578|15393.91
319 GL Rosny|319glrosny@louispion.fr|ROLE_BOUTIQUE|Steve BENDJAICHE|LOUIS PION|2016-05-01 00:00:00+02|411|2611|60.83|11.68|36.96|8.96|56.45|11.44|33.44|7.97|13.87|5.60|7.62|3.10|9|45|9|44|94|117|1145|861|1491|33|6434.6|19076.97
320 GL Strasbourg|320glstrasbourg@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-05-01 00:00:00+02|1428|5851|41.95|16.11|33.86|11.02|35.64|13.52|28.51|9.09|21.15|7.70|20.24|6.43|51|61|54|62|64|60|2163|1843|2784|45|3480|19263.65
321 GL Amiens|321glamiens@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-05-01 00:00:00+02|245|1221|50.20|9.39|54.79|8.76|46.12|8.57|50.86|8.11|44.90|8.57|49.88|8.44|24|6|25|5|11|3|1025|1395|1509|17|1452.3|8784.14
322 GL Angers|322glangers@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|414|2147|55.31|5.80|45.83|4.75|48.31|5.07|39.73|4.33|48.07|5.07|39.45|4.38|19|21|19|21|9|9|1509|2007|2176|37|2206|16553.3
323 GL Annecy|323glannecy@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|276|1501|41.67|4.35|43.90|4.86|36.96|4.71|38.44|4.13|36.96|4.71|37.31|4.93|53|25|48|24|23|14|773|542|996|23|3687.2|15854.97
324 GL Avignon Cap Sud|324glavignoncapsud@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|270|1510|32.22|11.11|39.93|9.34|30.74|10.37|37.48|9.21|16.30|7.78|22.25|6.49|85|34|70|28|85|53|863|849|1171|16|2171.2|11370.87
325 GL Bayonne|325glbayonne@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|206|1034|39.32|6.80|42.46|6.67|33.50|5.34|35.98|5.42|33.01|5.83|35.49|5.71|58|28|61|36|31|20|745|839|1042|15|1439.2|4753.2
326 GL Besancon|326glbesancon@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|295|1528|44.75|3.73|33.18|4.19|30.51|2.71|26.18|3.47|29.49|2.71|25.00|3.60|38|62|72|75|43|40|622|502|822|12|789.3|4521.75
327 GL Biarritz|327glbiarritz@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|314|1398|27.39|5.10|21.96|4.15|23.25|5.10|17.81|3.29|9.24|3.18|7.01|1.36|98|108|97|108|110|121|534|551|747|8|1487|4056.92
328 GL Caen|328glcaen@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|404|2072|32.92|5.69|32.96|6.66|26.73|4.70|27.85|5.74|21.78|3.71|23.21|5.12|82|64|87|68|60|48|1031|1625|1581|24|2682.2|8686.63
329 GL Cannes|329glcannes@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|272|1415|56.62|10.29|51.66|11.38|52.57|9.93|47.77|10.81|45.59|10.66|38.73|9.54|16|9|15|8|10|12|1046|1253|1394|24|2198.2|13871.05
330 GL Chambery|330glchambery@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|260|1357|35.77|5.00|26.38|4.13|29.62|4.62|18.28|2.73|26.92|5.38|16.43|2.80|69|94|77|105|49|75|357|263|444|9|693|2987.5
331 GL Clermont Ferrand|331glclermontferrand@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|406|2199|26.85|2.96|21.10|4.18|22.17|2.46|17.19|3.27|21.43|2.96|16.69|3.41|99|111|102|110|62|73|620|695|909|15|2105.2|7111.4
332 GL Dijon|332gldijon@louispion.fr|ROLE_BOUTIQUE|Céline BRAISSAND|LOUIS PION|2016-05-01 00:00:00+02|352|1791|33.81|3.41|36.13|4.47|29.83|3.41|30.93|3.96|29.26|3.69|30.49|4.02|77|50|76|55|44|29|807|735|1146|17|2098|10315.53
333 GL Evry|333glevry@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|409|2362|23.47|3.67|21.63|3.90|17.60|2.44|16.60|2.62|15.65|2.20|14.52|2.58|107|110|113|113|87|87|741|936|1093|24|3142.7|11465.8
334 GL Le Mans|334gllemans@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|423|1972|34.04|3.31|29.77|3.60|31.91|3.07|26.67|3.30|30.97|3.07|26.27|3.35|75|80|66|74|37|38|799|1056|1217|28|3178.4|9275.7
335 GL Limoges|335gllimoges@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|451|2288|25.94|4.43|33.09|4.15|20.62|2.88|28.63|3.32|17.52|2.66|20.76|2.88|102|63|103|61|75|57|882|908|1231|17|1772.5|9071.78
336 GL Metz|336glmetz@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-05-01 00:00:00+02|501|2243|43.71|12.18|34.15|8.78|37.72|9.38|28.40|6.91|7.98|2.20|5.71|1.43|45|59|45|63|116|125|1094|1020|1497|20|1449|8786.46
337 GL Orleans|337glorleans@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|355|1802|56.34|13.80|52.50|11.65|49.30|12.11|43.78|9.93|49.01|12.11|43.12|9.99|17|8|18|16|8|8|989|1018|1376|33|2922.6|13394.5
338 GL Pau|338glpau@louispion.fr|ROLE_BOUTIQUE|Romain DEBROISE|LOUIS PION|2016-05-01 00:00:00+02|0|742|0.0|0.0|29.51|7.82|0.0|0.0|24.53|7.28|0.0|0.0|22.64|7.28|137|82|137|85|137|51|388|585|600|3|30|2109.47
339 GL Reims|339glreims@louispion.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|LOUIS PION|2016-05-01 00:00:00+02|325|1694|39.69|10.77|40.50|12.93|36.62|9.85|37.49|12.40|35.69|9.85|36.25|12.34|57|31|50|27|25|18|1039|1328|1499|13|1642|6179.91
340 GL Rennes|340glrennes@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|524|2563|23.09|6.68|26.14|5.07|17.75|4.58|20.68|3.51|17.18|4.58|20.09|3.71|108|96|112|99|78|61|1095|1505|1631|17|845|7169.15
341 GL Rouen|341glrouen@louispion.fr|ROLE_BOUTIQUE|David DESGARCEAUX|LOUIS PION|2016-05-01 00:00:00+02|251|1399|46.22|3.19|43.75|3.86|41.83|1.99|39.53|3.15|41.43|1.99|38.96|3.15|35|26|34|22|15|11|934|977|1296|21|1812.5|7447.25
342 GL Toulon|342gltoulon@louispion.fr|ROLE_BOUTIQUE|Claire LUNGAVIA|LOUIS PION|2016-05-01 00:00:00+02|395|939|6.84|0.00|11.29|1.38|6.08|0.25|10.12|1.17|4.56|0.25|7.35|1.06|128|128|127|126|125|118|115|161|173|8|472.8|1376.37
343 LP Parly2|343lpparly2@louispion.fr|ROLE_BOUTIQUE|Steve BENDJAICHE|LOUIS PION|2016-05-01 00:00:00+02|299|1809|51.84|14.72|39.08|10.67|42.81|12.37|32.39|9.12|16.72|7.36|13.82|4.92|22|38|29|49|82|93|773|517|980|16|879|4718.68
346 GL Homme Mode|346@louispion.fr|ROLE_BOUTIQUE|Stéphane MORICEAU|LOUIS PION|2016-05-01 00:00:00+02|721|3449|2.08|0.69|3.74|0.67|1.53|0.28|2.99|0.43|0.97|0.28|2.17|0.32|131|131|131|131|131|131|160|114|205|5|1109.3|3751.1
401 RUE ROYALE|rueroyale401@royal-quartz.fr|ROLE_BOUTIQUE|Doris SEITZ Royal Quartz|ROYAL QUARTZ|2016-05-01 00:00:00+02|261|1475|14.94|0.77|17.42|0.75|11.88|0.77|14.64|0.75|11.88|0.77|13.90|1.22|4|3|3|2|3|2||||||
402 CDG2F1|CDG2F1402@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|288|1197|1.39|0.35|3.34|0.08|0.35|0.00|0.92|0.00|0.35|0.00|0.75|0.00|11|9|9|7|9|7||||||
403 CDG2F2|CDG2F2403@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|312|1450|1.60|0.00|1.24|0.00|0.00|0.00|0.21|0.00|0.00|0.00|0.14|0.00|10|12|10|11|10|12||||||
404 ROYAL QUARTZ ROISSY CDG E2-S3|CDG2E2404@royal-quartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|514|2396|5.25|0.00|9.68|0.08|0.97|0.00|1.17|0.00|0.78|0.00|0.92|0.00|7|6|8|6|8|6||||||
406 CDG2E1 Royal Quartz|CDG2E1406@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|516|2498|0.39|0.00|4.12|0.04|0.00|0.00|0.16|0.00|0.00|0.00|0.16|0.00|12|8|11|12|11|11||||||
410 Madeleine|madeleine410@louispion.fr|ROLE_BOUTIQUE|Doris SEITZ Louis Pion|LOUIS PION|2016-05-01 00:00:00+02|288|1547|21.53|1.04|23.14|2.33|14.93|0.35|16.61|1.23|12.85|0.69|15.26|1.49|112|105|116|112|98|84|745|422|941|12|1960.1|32223.2
411 Elysées|elysees411@louispion.fr|ROLE_BOUTIQUE|Doris SEITZ Louis Pion|LOUIS PION|2016-05-01 00:00:00+02|1084|5054|5.72|1.20|6.89|1.27|3.60|0.83|4.29|0.93|2.86|0.83|3.21|1.35|129|130|130|130|130|129|589|348|736|11|3891.9|39671.1
412 Auber|auber412@louispion.fr|ROLE_BOUTIQUE|Doris SEITZ Louis Pion|LOUIS PION|2016-05-01 00:00:00+02|647|3608|15.46|1.70|12.78|1.14|11.28|0.77|9.78|0.75|10.51|0.93|9.04|1.14|122|125|124|127|108|110|1010|723|1303|21|2782.5|21805.55
413 Carrousel|413carrousel@louispion.fr|ROLE_BOUTIQUE|Doris SEITZ Louis Pion|LOUIS PION|2016-05-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|138|138|138|138|138|138|130|149|201|2|142|233
415 ROYAL QUARTZ ROISSY CDG 2G|CDGT2G415@louispion.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|13|15|12|13|12|13||||||
417 ROYAL QUARTZ Liaison AC|CDGAC417@royal-quartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|325|1219|19.38|0.31|29.37|0.33|2.77|0.00|2.54|0.08|0.92|0.00|1.15|0.08|2|2|5|5|7|5||||||
418 S4|418S4@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|246|1123|0.00|0.00|0.36|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|14|14|13|14|13|14||||||
419 GL HAUSSMANN HOMME LUXE|419glhommeluxe@royal-quartz.fr|ROLE_BOUTIQUE|Doris SEITZ Royal Quartz|ROYAL QUARTZ|2016-05-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|15|16|14|15|14|15||||||
420 ROYAL QUARTZ GL STRASBOURG|420@royal-quartz.fr|ROLE_BOUTIQUE|Jérémie BOURGAIN|ROYAL QUARTZ|2016-05-01 00:00:00+02|0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|16|17|15|16|15|16||||||
421 AUGIS1830|421augis1830@augis1830.com|ROLE_BOUTIQUE|Doris SEITZ Royal Quartz|ROYAL QUARTZ|2016-05-01 00:00:00+02|246|1086|14.63|0.81|13.90|0.92|13.01|0.81|11.88|0.92|12.60|1.22|11.51|1.10|5|4|1|3|1|3||||||
422 ROYAL QUARTZ Terminal 1 |T1CDG422@royal-quartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|254|1220|14.96|0.00|13.44|0.00|0.00|0.00|0.25|0.00|0.00|0.00|0.16|0.00|3|5|16|10|16|10||||||
423 ROYAL QUARTZ CDG S4|423@louispion.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|24|126|0.00|0.00|2.38|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|17|10|17|17|17|17||||||
453 ORLY ROLEX|453@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|16|81|37.50|0.00|37.04|0.00|12.50|6.25|24.69|1.23|12.50|6.25|20.99|2.47|1|1|2|1|2|1||||||
454 ROYAL QUARTZ ORLY SUD MULTIMARQUE|454SudInternationale@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|778|4169|5.14|0.00|2.21|0.02|1.41|0.00|0.65|0.02|1.29|0.13|0.55|0.05|8|11|6|8|6|8||||||
455 ROYAL QUARTZ ORLY OUEST CENTRAL|455Ouest2@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|538|2642|5.76|0.00|4.24|0.00|5.20|0.19|3.71|0.04|5.20|0.19|3.52|0.08|6|7|4|4|4|4||||||
456 ROYAL QUARTZ ORLY OUEST HALL 3|456ouest3@royalquartz.fr|ROLE_BOUTIQUE|Julien GAUTHEROT|ROYAL QUARTZ|2016-05-01 00:00:00+02|284|1441|1.76|0.00|0.83|0.00|1.41|0.00|0.49|0.07|1.41|0.00|0.42|0.07|9|13|7|9|5|9||||||
Céline BRAISSAND|cbraissand@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|11944|60744|41.16|5.81|37.68|5.61|36.30|5.14|33.28|4.89|27.86|4.64|25.89|4.35|0|0|0|0|0|0|24889|21748|33494|826|75412.7|343498.04
Claire LUNGAVIA|clungavia@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|10881|52336|29.37|5.46|29.44|5.38|27.11|5.24|27.26|5.03|19.95|3.91|19.80|3.88|0|0|0|0|0|0|19419|20139|26117|529|54732.85|237627.47
David DESGARCEAUX|ddesgarceaux@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|10950|55687|36.54|5.39|30.49|4.55|31.53|4.58|25.66|3.86|29.94|4.47|24.84|3.87|0|0|0|0|0|0|21983|25283|31069|735|56294.85|249922.29
Doris SEITZ Louis Pion|dseitz@royalquartz.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|2019|10209|11.09|1.34|11.43|1.38|7.68|0.74|8.10|0.91|6.74|0.84|7.09|1.29|0|0|0|0|0|0|2474|1642|3181|46|8776.5|93932.85
Doris SEITZ Royal Quartz|dseitz@royalquartz.fr|ROLE_DR|""|ROYAL QUARTZ|2016-05-01 00:00:00+02|507|2561|14.79|0.79|15.93|0.82|12.43|0.79|13.47|0.82|12.23|0.99|12.89|1.17|0|0|0|0|0|0||||||
Jérémie BOURGAIN|jbourgain@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|9750|45295|43.36|11.71|36.24|8.37|36.17|8.66|29.95|6.36|25.28|5.83|22.19|4.63|0|0|0|0|0|0|18890|17529|25398|566|42071.77|173522.59
Julien GAUTHEROT|jgautherot@royalquartz.fr|ROLE_DR|""|ROYAL QUARTZ|2016-05-01 00:00:00+02|4095|19562|5.40|0.05|5.97|0.05|1.47|0.05|1.19|0.03|1.27|0.07|0.98|0.04|0|0|0|0|0|0||||||
LOUIS PION|""|ROLE_MARQUE|""|LOUIS PION|2016-05-01 00:00:00+02|80452|402907|36.35|6.61|31.62|5.45|31.82|5.64|27.47|4.66|21.41|4.17|18.97|3.63|0|0|0|0|0|0|148224|136169|199406|4425|394159.33|1774689.95
Romain DEBROISE|rdebroise@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|9877|48726|32.22|6.32|30.08|5.24|28.15|5.40|25.75|4.37|23.62|4.53|20.41|3.67|0|0|0|0|0|0|17676|17893|24454|458|40194.6|171348.66
ROYAL QUARTZ|""|ROLE_MARQUE|""|ROYAL QUARTZ|2016-05-01 00:00:00+02|4602|22123|6.43|0.13|7.12|0.14|2.67|0.13|2.61|0.12|2.48|0.17|2.36|0.17|0|0|0|0|0|0||||||
Stéphane MORICEAU|smoriceau@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|13048|67007|25.48|3.96|23.28|3.69|21.70|3.30|19.70|3.07|15.12|2.77|14.00|2.67|0|0|0|0|0|0|17043|13646|22365|455|41831.8|198301.58
Steve BENDJAICHE|sbendjaiche@louispion.fr|ROLE_DR|""|LOUIS PION|2016-05-01 00:00:00+02|11983|62903|51.49|9.46|38.58|6.78|46.45|8.60|34.63|6.15|12.84|4.10|10.21|3.15|0|0|0|0|0|0|25850|18289|33328|810|74844.26|306536.47
